{'actual_primer': True, 'actual_word': True, 'primer': 'left', 'question': 'right', 'separator': ' ', 'separator_length': 15, 'q': 'Q', 'a': 'A', 'qa_separator': ':'}
{'actual_primer': False, 'actual_word': False, 'primer': 'point', 'question': 'sgkfy', 'separator': ' ', 'separator_length': 15, 'q': 'Q', 'a': 'A', 'qa_separator': ')'}
{'actual_primer': True, 'actual_word': True, 'primer': 'tight', 'question': 'loose', 'separator': ' ', 'separator_length': 15, 'q': 'Q', 'a': 'A', 'qa_separator': ')'}
{'actual_primer': False, 'actual_word': True, 'primer': 'associate', 'question': 'loose', 'separator': ' ', 'separator_length': 15, 'q': 'Q', 'a': 'A', 'qa_separator': ')'}
{'actual_primer': False, 'actual_word': False, 'primer': 'tight', 'question': 'jjmdx', 'separator': ' ', 'separator_length': 15, 'q': 'Q', 'a': 'A', 'qa_separator': ')'}
{'actual_primer': False, 'actual_word': False, 'primer': 'associate', 'question': 'jjmdx', 'separator': ' ', 'separator_length': 15, 'q': 'Q', 'a': 'A', 'qa_separator': ')'}
{'actual_primer': True, 'actual_word': True, 'primer': 'seed', 'question': 'plant', 'separator': ' ', 'separator_length': 15, 'q': 'Q', 'a': 'A', 'qa_separator': ')'}
{'actual_primer': False, 'actual_word': True, 'primer': 'lightning', 'question': 'plant', 'separator': ' ', 'separator_length': 15, 'q': 'Q', 'a': 'A', 'qa_separator': ')'}
{'actual_primer': False, 'actual_word': False, 'primer': 'seed', 'question': 'ljnzs', 'separator': ' ', 'separator_length': 15, 'q': 'Q', 'a': 'A', 'qa_separator': ')'}
{'actual_primer': False, 'actual_word': False, 'primer': 'lightning', 'question': 'ljnzs', 'separator': ' ', 'separator_length': 15, 'q': 'Q', 'a': 'A', 'qa_separator': ')'}
{'actual_primer': True, 'actual_word': True, 'primer': 'six', 'question': 'seven', 'separator': ' ', 'separator_length': 15, 'q': 'Q', 'a': 'A', 'qa_separator': ')'}
{'actual_primer': False, 'actual_word': True, 'primer': 'fade', 'question': 'seven', 'separator': ' ', 'separator_length': 15, 'q': 'Q', 'a': 'A', 'qa_separator': ')'}
{'actual_primer': False, 'actual_word': False, 'primer': 'six', 'question': 'dqsrs', 'separator': ' ', 'separator_length': 15, 'q': 'Q', 'a': 'A', 'qa_separator': ')'}
{'actual_primer': False, 'actual_word': False, 'primer': 'fade', 'question': 'dqsrs', 'separator': ' ', 'separator_length': 15, 'q': 'Q', 'a': 'A', 'qa_separator': ')'}
{'actual_primer': True, 'actual_word': True, 'primer': 'bleach', 'question': 'white', 'separator': ' ', 'separator_length': 15, 'q': 'Q', 'a': 'A', 'qa_separator': ')'}
{'actual_primer': False, 'actual_word': True, 'primer': 'launch', 'question': 'white', 'separator': ' ', 'separator_length': 15, 'q': 'Q', 'a': 'A', 'qa_separator': ')'}
{'actual_primer': False, 'actual_word': False, 'primer': 'bleach', 'question': 'vnylj', 'separator': ' ', 'separator_length': 15, 'q': 'Q', 'a': 'A', 'qa_separator': ')'}
{'actual_primer': False, 'actual_word': False, 'primer': 'launch', 'question': 'vnylj', 'separator': ' ', 'separator_length': 15, 'q': 'Q', 'a': 'A', 'qa_separator': ')'}
{'actual_primer': True, 'actual_word': True, 'primer': 'sandpaper', 'question': 'rough', 'separator': ' ', 'separator_length': 15, 'q': 'Q', 'a': 'A', 'qa_separator': ')'}
{'actual_primer': False, 'actual_word': True, 'primer': 'slander', 'question': 'rough', 'separator': ' ', 'separator_length': 15, 'q': 'Q', 'a': 'A', 'qa_separator': ')'}
{'actual_primer': False, 'actual_word': False, 'primer': 'sandpaper', 'question': 'bqjhr', 'separator': ' ', 'separator_length': 15, 'q': 'Q', 'a': 'A', 'qa_separator': ')'}
{'actual_primer': False, 'actual_word': False, 'primer': 'slander', 'question': 'bqjhr', 'separator': ' ', 'separator_length': 15, 'q': 'Q', 'a': 'A', 'qa_separator': ')'}
{'actual_primer': True, 'actual_word': True, 'primer': 'ballet', 'question': 'dance', 'separator': ' ', 'separator_length': 15, 'q': 'Q', 'a': 'A', 'qa_separator': ')'}
{'actual_primer': False, 'actual_word': True, 'primer': 'merit', 'question': 'dance', 'separator': ' ', 'separator_length': 15, 'q': 'Q', 'a': 'A', 'qa_separator': ')'}
{'actual_primer': False, 'actual_word': False, 'primer': 'ballet', 'question': 'tmwtm', 'separator': ' ', 'separator_length': 15, 'q': 'Q', 'a': 'A', 'qa_separator': ')'}
{'actual_primer': False, 'actual_word': False, 'primer': 'merit', 'question': 'tmwtm', 'separator': ' ', 'separator_length': 15, 'q': 'Q', 'a': 'A', 'qa_separator': ')'}
{'actual_primer': True, 'actual_word': True, 'primer': 'dressing', 'question': 'salad', 'separator': ' ', 'separator_length': 15, 'q': 'Q', 'a': 'A', 'qa_separator': ')'}
{'actual_primer': False, 'actual_word': True, 'primer': 'car', 'question': 'salad', 'separator': ' ', 'separator_length': 15, 'q': 'Q', 'a': 'A', 'qa_separator': ')'}
{'actual_primer': False, 'actual_word': False, 'primer': 'dressing', 'question': 'xzcwd', 'separator': ' ', 'separator_length': 15, 'q': 'Q', 'a': 'A', 'qa_separator': ')'}
{'actual_primer': False, 'actual_word': False, 'primer': 'car', 'question': 'xzcwd', 'separator': ' ', 'separator_length': 15, 'q': 'Q', 'a': 'A', 'qa_separator': ')'}
{'actual_primer': True, 'actual_word': True, 'primer': 'appearance', 'question': 'looks', 'separator': ' ', 'separator_length': 15, 'q': 'Q', 'a': 'A', 'qa_separator': ')'}
{'actual_primer': False, 'actual_word': True, 'primer': 'floor', 'question': 'looks', 'separator': ' ', 'separator_length': 15, 'q': 'Q', 'a': 'A', 'qa_separator': ')'}
{'actual_primer': False, 'actual_word': False, 'primer': 'appearance', 'question': 'spxwb', 'separator': ' ', 'separator_length': 15, 'q': 'Q', 'a': 'A', 'qa_separator': ')'}
{'actual_primer': False, 'actual_word': False, 'primer': 'floor', 'question': 'spxwb', 'separator': ' ', 'separator_length': 15, 'q': 'Q', 'a': 'A', 'qa_separator': ')'}
{'actual_primer': True, 'actual_word': True, 'primer': 'grocery', 'question': 'store', 'separator': ' ', 'separator_length': 15, 'q': 'Q', 'a': 'A', 'qa_separator': ')'}
{'actual_primer': False, 'actual_word': True, 'primer': 'english', 'question': 'store', 'separator': ' ', 'separator_length': 15, 'q': 'Q', 'a': 'A', 'qa_separator': ')'}
{'actual_primer': False, 'actual_word': False, 'primer': 'grocery', 'question': 'rcvyr', 'separator': ' ', 'separator_length': 15, 'q': 'Q', 'a': 'A', 'qa_separator': ')'}
{'actual_primer': False, 'actual_word': False, 'primer': 'english', 'question': 'rcvyr', 'separator': ' ', 'separator_length': 15, 'q': 'Q', 'a': 'A', 'qa_separator': ')'}
{'actual_primer': True, 'actual_word': True, 'primer': 'shatter', 'question': 'break', 'separator': ' ', 'separator_length': 15, 'q': 'Q', 'a': 'A', 'qa_separator': ')'}
{'actual_primer': False, 'actual_word': True, 'primer': 'yearly', 'question': 'break', 'separator': ' ', 'separator_length': 15, 'q': 'Q', 'a': 'A', 'qa_separator': ')'}
{'actual_primer': False, 'actual_word': False, 'primer': 'shatter', 'question': 'ntxzd', 'separator': ' ', 'separator_length': 15, 'q': 'Q', 'a': 'A', 'qa_separator': ')'}
{'actual_primer': False, 'actual_word': False, 'primer': 'yearly', 'question': 'ntxzd', 'separator': ' ', 'separator_length': 15, 'q': 'Q', 'a': 'A', 'qa_separator': ')'}
{'actual_primer': True, 'actual_word': True, 'primer': 'components', 'question': 'parts', 'separator': ' ', 'separator_length': 15, 'q': 'Q', 'a': 'A', 'qa_separator': ')'}
{'actual_primer': False, 'actual_word': True, 'primer': 'fox', 'question': 'parts', 'separator': ' ', 'separator_length': 15, 'q': 'Q', 'a': 'A', 'qa_separator': ')'}
{'actual_primer': False, 'actual_word': False, 'primer': 'components', 'question': 'fyxqq', 'separator': ' ', 'separator_length': 15, 'q': 'Q', 'a': 'A', 'qa_separator': ')'}
{'actual_primer': False, 'actual_word': False, 'primer': 'fox', 'question': 'fyxqq', 'separator': ' ', 'separator_length': 15, 'q': 'Q', 'a': 'A', 'qa_separator': ')'}
{'actual_primer': True, 'actual_word': True, 'primer': 'push', 'question': 'shove', 'separator': ' ', 'separator_length': 15, 'q': 'Q', 'a': 'A', 'qa_separator': ')'}
{'actual_primer': False, 'actual_word': True, 'primer': 'kleenex', 'question': 'shove', 'separator': ' ', 'separator_length': 15, 'q': 'Q', 'a': 'A', 'qa_separator': ')'}
{'actual_primer': False, 'actual_word': False, 'primer': 'push', 'question': 'nmtxp', 'separator': ' ', 'separator_length': 15, 'q': 'Q', 'a': 'A', 'qa_separator': ')'}
{'actual_primer': False, 'actual_word': False, 'primer': 'kleenex', 'question': 'nmtxp', 'separator': ' ', 'separator_length': 15, 'q': 'Q', 'a': 'A', 'qa_separator': ')'}
{'actual_primer': True, 'actual_word': True, 'primer': 'pancakes', 'question': 'syrup', 'separator': ' ', 'separator_length': 15, 'q': 'Q', 'a': 'A', 'qa_separator': ')'}
{'actual_primer': False, 'actual_word': True, 'primer': 'tortoise', 'question': 'syrup', 'separator': ' ', 'separator_length': 15, 'q': 'Q', 'a': 'A', 'qa_separator': ')'}
{'actual_primer': False, 'actual_word': False, 'primer': 'pancakes', 'question': 'qjdbc', 'separator': ' ', 'separator_length': 15, 'q': 'Q', 'a': 'A', 'qa_separator': ')'}
{'actual_primer': False, 'actual_word': False, 'primer': 'tortoise', 'question': 'qjdbc', 'separator': ' ', 'separator_length': 15, 'q': 'Q', 'a': 'A', 'qa_separator': ')'}
{'actual_primer': True, 'actual_word': True, 'primer': 'teach', 'question': 'learn', 'separator': ' ', 'separator_length': 15, 'q': 'Q', 'a': 'A', 'qa_separator': ')'}
{'actual_primer': False, 'actual_word': True, 'primer': 'chop', 'question': 'learn', 'separator': ' ', 'separator_length': 15, 'q': 'Q', 'a': 'A', 'qa_separator': ')'}
{'actual_primer': False, 'actual_word': False, 'primer': 'teach', 'question': 'zhpbt', 'separator': ' ', 'separator_length': 15, 'q': 'Q', 'a': 'A', 'qa_separator': ')'}
{'actual_primer': False, 'actual_word': False, 'primer': 'chop', 'question': 'zhpbt', 'separator': ' ', 'separator_length': 15, 'q': 'Q', 'a': 'A', 'qa_separator': ')'}
{'actual_primer': True, 'actual_word': True, 'primer': 'major', 'question': 'minor', 'separator': ' ', 'separator_length': 15, 'q': 'Q', 'a': 'A', 'qa_separator': ')'}
{'actual_primer': False, 'actual_word': True, 'primer': 'trail', 'question': 'minor', 'separator': ' ', 'separator_length': 15, 'q': 'Q', 'a': 'A', 'qa_separator': ')'}
{'actual_primer': False, 'actual_word': False, 'primer': 'major', 'question': 'fsfjl', 'separator': ' ', 'separator_length': 15, 'q': 'Q', 'a': 'A', 'qa_separator': ')'}
{'actual_primer': False, 'actual_word': False, 'primer': 'trail', 'question': 'fsfjl', 'separator': ' ', 'separator_length': 15, 'q': 'Q', 'a': 'A', 'qa_separator': ')'}
{'actual_primer': True, 'actual_word': True, 'primer': 'when', 'question': 'where', 'separator': ' ', 'separator_length': 15, 'q': 'Q', 'a': 'A', 'qa_separator': ')'}
{'actual_primer': False, 'actual_word': True, 'primer': 'gross', 'question': 'where', 'separator': ' ', 'separator_length': 15, 'q': 'Q', 'a': 'A', 'qa_separator': ')'}
{'actual_primer': False, 'actual_word': False, 'primer': 'when', 'question': 'ftqzy', 'separator': ' ', 'separator_length': 15, 'q': 'Q', 'a': 'A', 'qa_separator': ')'}
{'actual_primer': False, 'actual_word': False, 'primer': 'gross', 'question': 'ftqzy', 'separator': ' ', 'separator_length': 15, 'q': 'Q', 'a': 'A', 'qa_separator': ')'}
{'actual_primer': True, 'actual_word': True, 'primer': 'bow', 'question': 'arrow', 'separator': ' ', 'separator_length': 15, 'q': 'Q', 'a': 'A', 'qa_separator': ')'}
{'actual_primer': False, 'actual_word': True, 'primer': 'parade', 'question': 'arrow', 'separator': ' ', 'separator_length': 15, 'q': 'Q', 'a': 'A', 'qa_separator': ')'}
{'actual_primer': False, 'actual_word': False, 'primer': 'bow', 'question': 'jfhbt', 'separator': ' ', 'separator_length': 15, 'q': 'Q', 'a': 'A', 'qa_separator': ')'}
{'actual_primer': False, 'actual_word': False, 'primer': 'parade', 'question': 'jfhbt', 'separator': ' ', 'separator_length': 15, 'q': 'Q', 'a': 'A', 'qa_separator': ')'}
{'actual_primer': True, 'actual_word': True, 'primer': 'link', 'question': 'chain', 'separator': ' ', 'separator_length': 15, 'q': 'Q', 'a': 'A', 'qa_separator': ')'}
{'actual_primer': False, 'actual_word': True, 'primer': 'elements', 'question': 'chain', 'separator': ' ', 'separator_length': 15, 'q': 'Q', 'a': 'A', 'qa_separator': ')'}
{'actual_primer': False, 'actual_word': False, 'primer': 'link', 'question': 'zqyrt', 'separator': ' ', 'separator_length': 15, 'q': 'Q', 'a': 'A', 'qa_separator': ')'}
{'actual_primer': False, 'actual_word': False, 'primer': 'elements', 'question': 'zqyrt', 'separator': ' ', 'separator_length': 15, 'q': 'Q', 'a': 'A', 'qa_separator': ')'}
{'actual_primer': True, 'actual_word': True, 'primer': 'reef', 'question': 'coral', 'separator': ' ', 'separator_length': 15, 'q': 'Q', 'a': 'A', 'qa_separator': ')'}
{'actual_primer': False, 'actual_word': True, 'primer': 'snob', 'question': 'coral', 'separator': ' ', 'separator_length': 15, 'q': 'Q', 'a': 'A', 'qa_separator': ')'}
{'actual_primer': False, 'actual_word': False, 'primer': 'reef', 'question': 'ggqjx', 'separator': ' ', 'separator_length': 15, 'q': 'Q', 'a': 'A', 'qa_separator': ')'}
{'actual_primer': False, 'actual_word': False, 'primer': 'snob', 'question': 'ggqjx', 'separator': ' ', 'separator_length': 15, 'q': 'Q', 'a': 'A', 'qa_separator': ')'}
{'actual_primer': True, 'actual_word': True, 'primer': 'transplant', 'question': 'heart', 'separator': ' ', 'separator_length': 15, 'q': 'Q', 'a': 'A', 'qa_separator': ')'}
{'actual_primer': False, 'actual_word': True, 'primer': 'hostage', 'question': 'heart', 'separator': ' ', 'separator_length': 15, 'q': 'Q', 'a': 'A', 'qa_separator': ')'}
{'actual_primer': False, 'actual_word': False, 'primer': 'transplant', 'question': 'qxcqy', 'separator': ' ', 'separator_length': 15, 'q': 'Q', 'a': 'A', 'qa_separator': ')'}
{'actual_primer': False, 'actual_word': False, 'primer': 'hostage', 'question': 'qxcqy', 'separator': ' ', 'separator_length': 15, 'q': 'Q', 'a': 'A', 'qa_separator': ')'}
{'actual_primer': True, 'actual_word': True, 'primer': 'trot', 'question': 'horse', 'separator': ' ', 'separator_length': 15, 'q': 'Q', 'a': 'A', 'qa_separator': ')'}
{'actual_primer': False, 'actual_word': True, 'primer': 'eight', 'question': 'horse', 'separator': ' ', 'separator_length': 15, 'q': 'Q', 'a': 'A', 'qa_separator': ')'}
{'actual_primer': False, 'actual_word': False, 'primer': 'trot', 'question': 'vttpn', 'separator': ' ', 'separator_length': 15, 'q': 'Q', 'a': 'A', 'qa_separator': ')'}
{'actual_primer': False, 'actual_word': False, 'primer': 'eight', 'question': 'vttpn', 'separator': ' ', 'separator_length': 15, 'q': 'Q', 'a': 'A', 'qa_separator': ')'}
{'actual_primer': True, 'actual_word': True, 'primer': 'left', 'question': 'right', 'separator': ' ', 'separator_length': 15, 'q': 'Q', 'a': 'A', 'qa_separator': '.'}
{'actual_primer': False, 'actual_word': True, 'primer': 'liquid', 'question': 'right', 'separator': ' ', 'separator_length': 15, 'q': 'Q', 'a': 'A', 'qa_separator': '.'}
{'actual_primer': False, 'actual_word': False, 'primer': 'left', 'question': 'zbtly', 'separator': ' ', 'separator_length': 15, 'q': 'Q', 'a': 'A', 'qa_separator': '.'}
{'actual_primer': False, 'actual_word': False, 'primer': 'liquid', 'question': 'zbtly', 'separator': ' ', 'separator_length': 15, 'q': 'Q', 'a': 'A', 'qa_separator': '.'}
{'actual_primer': True, 'actual_word': True, 'primer': 'pepperoni', 'question': 'pizza', 'separator': ' ', 'separator_length': 15, 'q': 'Q', 'a': 'A', 'qa_separator': '.'}
{'actual_primer': False, 'actual_word': True, 'primer': 'dangerous', 'question': 'pizza', 'separator': ' ', 'separator_length': 15, 'q': 'Q', 'a': 'A', 'qa_separator': '.'}
{'actual_primer': False, 'actual_word': False, 'primer': 'pepperoni', 'question': 'rlqpb', 'separator': ' ', 'separator_length': 15, 'q': 'Q', 'a': 'A', 'qa_separator': '.'}
{'actual_primer': False, 'actual_word': False, 'primer': 'dangerous', 'question': 'rlqpb', 'separator': ' ', 'separator_length': 15, 'q': 'Q', 'a': 'A', 'qa_separator': '.'}
{'actual_primer': True, 'actual_word': True, 'primer': 'cobra', 'question': 'snake', 'separator': ' ', 'separator_length': 15, 'q': 'Q', 'a': 'A', 'qa_separator': '.'}
{'actual_primer': False, 'actual_word': True, 'primer': 'chimpanzee', 'question': 'snake', 'separator': ' ', 'separator_length': 15, 'q': 'Q', 'a': 'A', 'qa_separator': '.'}
{'actual_primer': False, 'actual_word': False, 'primer': 'cobra', 'question': 'vvbhz', 'separator': ' ', 'separator_length': 15, 'q': 'Q', 'a': 'A', 'qa_separator': '.'}
{'actual_primer': False, 'actual_word': False, 'primer': 'chimpanzee', 'question': 'vvbhz', 'separator': ' ', 'separator_length': 15, 'q': 'Q', 'a': 'A', 'qa_separator': '.'}
{'actual_primer': True, 'actual_word': True, 'primer': 'giggle', 'question': 'laugh', 'separator': ' ', 'separator_length': 15, 'q': 'Q', 'a': 'A', 'qa_separator': '.'}
{'actual_primer': False, 'actual_word': True, 'primer': 'vocabulary', 'question': 'laugh', 'separator': ' ', 'separator_length': 15, 'q': 'Q', 'a': 'A', 'qa_separator': '.'}
{'actual_primer': False, 'actual_word': False, 'primer': 'giggle', 'question': 'whpfp', 'separator': ' ', 'separator_length': 15, 'q': 'Q', 'a': 'A', 'qa_separator': '.'}
{'actual_primer': False, 'actual_word': False, 'primer': 'vocabulary', 'question': 'whpfp', 'separator': ' ', 'separator_length': 15, 'q': 'Q', 'a': 'A', 'qa_separator': '.'}
{'actual_primer': True, 'actual_word': True, 'primer': 'king', 'question': 'queen', 'separator': ' ', 'separator_length': 15, 'q': 'Q', 'a': 'A', 'qa_separator': '.'}
{'actual_primer': False, 'actual_word': True, 'primer': 'breakfast', 'question': 'queen', 'separator': ' ', 'separator_length': 15, 'q': 'Q', 'a': 'A', 'qa_separator': '.'}
{'actual_primer': False, 'actual_word': False, 'primer': 'king', 'question': 'wdxcy', 'separator': ' ', 'separator_length': 15, 'q': 'Q', 'a': 'A', 'qa_separator': '.'}
{'actual_primer': False, 'actual_word': False, 'primer': 'breakfast', 'question': 'wdxcy', 'separator': ' ', 'separator_length': 15, 'q': 'Q', 'a': 'A', 'qa_separator': '.'}
{'actual_primer': True, 'actual_word': True, 'primer': 'north', 'question': 'south', 'separator': ' ', 'separator_length': 15, 'q': 'Q', 'a': 'A', 'qa_separator': '.'}
{'actual_primer': False, 'actual_word': True, 'primer': 'cigar', 'question': 'south', 'separator': ' ', 'separator_length': 15, 'q': 'Q', 'a': 'A', 'qa_separator': '.'}
{'actual_primer': False, 'actual_word': False, 'primer': 'north', 'question': 'srjvx', 'separator': ' ', 'separator_length': 15, 'q': 'Q', 'a': 'A', 'qa_separator': '.'}
{'actual_primer': False, 'actual_word': False, 'primer': 'cigar', 'question': 'srjvx', 'separator': ' ', 'separator_length': 15, 'q': 'Q', 'a': 'A', 'qa_separator': '.'}
